,linear_sorted,binary_sorted,jump_sorted,found,param_1_length,param_2_value
0,3.1948089599609375e-05,3.814697265625e-06,1.1920928955078125e-05,True,1000,69677
1,4.5299530029296875e-06,3.0994415283203125e-06,3.814697265625e-06,False,1000,7079
2,4.0531158447265625e-06,2.6226043701171875e-06,3.337860107421875e-06,True,1000,5863
3,2.0742416381835938e-05,3.337860107421875e-06,5.7220458984375e-06,False,1000,48472
4,2.384185791015625e-06,1.9073486328125e-06,3.814697265625e-06,True,1000,3237
5,6.67572021484375e-06,2.1457672119140625e-06,3.337860107421875e-06,False,1000,14812
6,1.1920928955078125e-05,2.6226043701171875e-06,5.0067901611328125e-06,True,1000,28104
7,1.239776611328125e-05,2.86102294921875e-06,4.76837158203125e-06,False,1000,30155
8,3.62396240234375e-05,2.6226043701171875e-06,7.867813110351562e-06,True,1000,64609
9,4.696846008300781e-05,3.0994415283203125e-06,8.821487426757812e-06,False,1000,99667
10,3.170967102050781e-05,2.6226043701171875e-06,7.62939453125e-06,True,1000,71742
11,4.76837158203125e-06,2.1457672119140625e-06,3.337860107421875e-06,False,1000,6494
12,3.457069396972656e-05,2.384185791015625e-06,7.62939453125e-06,True,1000,78155
13,1.430511474609375e-06,2.6226043701171875e-06,2.1457672119140625e-06,False,1000,605
14,1.7404556274414062e-05,2.6226043701171875e-06,5.7220458984375e-06,True,1000,40214
15,4.172325134277344e-05,2.384185791015625e-06,8.344650268554688e-06,False,1000,94481
16,4.291534423828125e-06,2.384185791015625e-06,3.0994415283203125e-06,True,1000,7143
17,4.029273986816406e-05,2.1457672119140625e-06,8.821487426757812e-06,False,1000,89843
18,2.4318695068359375e-05,2.6226043701171875e-06,5.9604644775390625e-06,True,1000,52498
19,2.193450927734375e-05,2.86102294921875e-06,5.9604644775390625e-06,False,1000,49419
20,7.867813110351562e-06,2.384185791015625e-06,3.814697265625e-06,True,1000,16055
21,4.076957702636719e-05,2.86102294921875e-06,7.62939453125e-06,False,1000,86729
22,2.193450927734375e-05,1.9073486328125e-06,6.198883056640625e-06,True,1000,46380
23,5.4836273193359375e-06,2.6226043701171875e-06,3.337860107421875e-06,False,1000,10231
24,3.504753112792969e-05,2.384185791015625e-06,7.867813110351562e-06,True,1000,75418
25,8.344650268554688e-06,2.384185791015625e-06,3.337860107421875e-06,False,1000,16869
26,2.47955322265625e-05,1.9073486328125e-06,5.9604644775390625e-06,True,1000,56708
27,3.8623809814453125e-05,2.86102294921875e-06,7.62939453125e-06,False,1000,87580
28,6.4373016357421875e-06,2.384185791015625e-06,3.0994415283203125e-06,True,1000,12592
29,1.5497207641601562e-05,2.6226043701171875e-06,4.0531158447265625e-06,False,1000,33953
30,3.170967102050781e-05,2.384185791015625e-06,8.344650268554688e-06,True,1000,72062
31,6.4373016357421875e-06,2.384185791015625e-06,3.0994415283203125e-06,False,1000,14043
32,2.09808349609375e-05,2.1457672119140625e-06,5.7220458984375e-06,True,1000,47021
33,2.384185791015625e-05,2.6226043701171875e-06,5.245208740234375e-06,False,1000,52614
34,1.430511474609375e-05,2.384185791015625e-06,4.5299530029296875e-06,True,1000,32224
35,2.6226043701171875e-05,2.6226043701171875e-06,6.4373016357421875e-06,False,1000,53400
36,1.5497207641601562e-05,2.384185791015625e-06,4.76837158203125e-06,True,1000,33848
37,3.3855438232421875e-05,2.6226043701171875e-06,8.344650268554688e-06,False,1000,72769
38,2.8133392333984375e-05,2.384185791015625e-06,5.9604644775390625e-06,True,1000,59195
39,2.1696090698242188e-05,2.384185791015625e-06,5.7220458984375e-06,False,1000,46752
40,1.3589859008789062e-05,2.384185791015625e-06,5.0067901611328125e-06,True,1000,31579
41,1.239776611328125e-05,2.6226043701171875e-06,3.5762786865234375e-06,False,1000,23935
42,8.58306884765625e-06,2.1457672119140625e-06,4.0531158447265625e-06,True,1000,19344
43,2.765655517578125e-05,2.384185791015625e-06,7.152557373046875e-06,False,1000,61038
44,4.410743713378906e-05,2.1457672119140625e-06,9.298324584960938e-06,True,1000,97806
45,8.344650268554688e-06,2.384185791015625e-06,3.337860107421875e-06,False,1000,17264
46,1.0251998901367188e-05,2.1457672119140625e-06,4.5299530029296875e-06,True,1000,23182
47,3.814697265625e-05,2.86102294921875e-06,7.867813110351562e-06,False,1000,81548
48,3.790855407714844e-05,2.6226043701171875e-06,7.62939453125e-06,True,1000,81912
49,2.6464462280273438e-05,2.384185791015625e-06,5.7220458984375e-06,False,1000,56662
50,4.458427429199219e-05,2.6226043701171875e-06,9.5367431640625e-06,True,1000,81082
51,3.814697265625e-05,2.384185791015625e-06,7.3909759521484375e-06,False,1000,84130
52,2.384185791015625e-06,2.1457672119140625e-06,2.6226043701171875e-06,True,1000,4205
53,3.0517578125e-05,2.6226043701171875e-06,6.67572021484375e-06,False,1000,65632
54,7.152557373046875e-06,2.384185791015625e-06,3.0994415283203125e-06,True,1000,18814
55,9.059906005859375e-06,2.1457672119140625e-06,3.5762786865234375e-06,False,1000,18049
56,1.2159347534179688e-05,3.0994415283203125e-06,4.291534423828125e-06,True,1000,24265
57,2.574920654296875e-05,2.86102294921875e-06,5.9604644775390625e-06,False,1000,49822
58,4.458427429199219e-05,2.384185791015625e-06,9.059906005859375e-06,True,1000,98951
59,1.5020370483398438e-05,2.6226043701171875e-06,3.814697265625e-06,False,1000,35223
60,2.574920654296875e-05,2.1457672119140625e-06,5.7220458984375e-06,True,1000,55036
61,2.384185791015625e-05,2.6226043701171875e-06,6.198883056640625e-06,False,1000,51653
62,1.430511474609375e-05,2.6226043701171875e-06,4.76837158203125e-06,True,1000,31760
63,4.1961669921875e-05,2.384185791015625e-06,9.775161743164062e-06,False,1000,90184
64,2.1696090698242188e-05,2.86102294921875e-06,5.9604644775390625e-06,True,1000,47128
65,3.457069396972656e-05,2.384185791015625e-06,7.3909759521484375e-06,False,1000,75658
66,3.3855438232421875e-05,2.384185791015625e-06,7.152557373046875e-06,True,1000,66939
67,6.9141387939453125e-06,2.384185791015625e-06,3.5762786865234375e-06,False,1000,16464
68,3.314018249511719e-05,2.1457672119140625e-06,7.3909759521484375e-06,True,1000,72749
69,1.8596649169921875e-05,2.384185791015625e-06,4.76837158203125e-06,False,1000,43263
70,3.0040740966796875e-05,2.86102294921875e-06,7.152557373046875e-06,True,1000,66088
71,2.1457672119140625e-06,2.384185791015625e-06,2.384185791015625e-06,False,1000,3492
72,2.1696090698242188e-05,2.6226043701171875e-06,5.7220458984375e-06,True,1000,47203
73,1.8835067749023438e-05,2.384185791015625e-06,4.76837158203125e-06,False,1000,40965
74,3.337860107421875e-06,2.6226043701171875e-06,3.337860107421875e-06,True,1000,5920
75,2.6941299438476562e-05,2.1457672119140625e-06,5.7220458984375e-06,False,1000,62269
76,3.5762786865234375e-05,2.6226043701171875e-06,7.867813110351562e-06,True,1000,78910
77,1.5735626220703125e-05,2.384185791015625e-06,5.7220458984375e-06,False,1000,35218
78,9.298324584960938e-06,2.1457672119140625e-06,4.291534423828125e-06,True,1000,21368
79,1.811981201171875e-05,2.6226043701171875e-06,5.0067901611328125e-06,False,1000,42328
80,1.6927719116210938e-05,2.6226043701171875e-06,4.5299530029296875e-06,True,1000,38004
81,4.5299530029296875e-05,2.6226043701171875e-06,8.106231689453125e-06,False,1000,96607
82,5.9604644775390625e-06,2.6226043701171875e-06,3.0994415283203125e-06,True,1000,12082
83,4.76837158203125e-06,1.9073486328125e-06,2.6226043701171875e-06,False,1000,8851
84,3.266334533691406e-05,2.384185791015625e-06,7.62939453125e-06,True,1000,70663
85,2.765655517578125e-05,2.1457672119140625e-06,6.4373016357421875e-06,False,1000,60838
86,6.4373016357421875e-06,2.1457672119140625e-06,3.337860107421875e-06,True,1000,13813
87,2.7894973754882812e-05,2.1457672119140625e-06,5.9604644775390625e-06,False,1000,62111
88,2.574920654296875e-05,2.384185791015625e-06,5.9604644775390625e-06,True,1000,58339
89,4.315376281738281e-05,2.384185791015625e-06,8.106231689453125e-06,False,1000,91375
90,3.5762786865234375e-05,2.384185791015625e-06,7.152557373046875e-06,True,1000,78682
91,6.67572021484375e-06,2.6226043701171875e-06,3.5762786865234375e-06,False,1000,12178
92,5.245208740234375e-06,2.1457672119140625e-06,2.86102294921875e-06,True,1000,10307
93,3.5762786865234375e-05,2.86102294921875e-06,5.9604644775390625e-06,False,1000,66495
94,5.245208740234375e-06,2.6226043701171875e-06,3.0994415283203125e-06,True,1000,8981
95,1.6689300537109375e-05,2.384185791015625e-06,4.5299530029296875e-06,False,1000,38791
96,2.2172927856445312e-05,2.384185791015625e-06,5.0067901611328125e-06,True,1000,47260
97,1.1920928955078125e-05,2.384185791015625e-06,4.0531158447265625e-06,False,1000,25735
98,2.0742416381835938e-05,3.337860107421875e-06,5.245208740234375e-06,True,1000,49765
99,1.7881393432617188e-05,2.384185791015625e-06,5.245208740234375e-06,False,1000,36322
100,6.890296936035156e-05,3.0994415283203125e-06,1.0013580322265625e-05,True,2000,74864
101,8.416175842285156e-05,2.86102294921875e-06,1.0728836059570312e-05,False,2000,90137
102,9.226799011230469e-05,3.0994415283203125e-06,1.1444091796875e-05,True,2000,79657
103,2.574920654296875e-05,2.6226043701171875e-06,5.4836273193359375e-06,False,2000,26901
104,8.225440979003906e-05,2.86102294921875e-06,1.0967254638671875e-05,True,2000,89946
105,4.601478576660156e-05,2.6226043701171875e-06,6.67572021484375e-06,False,2000,51606
106,9.059906005859375e-06,2.384185791015625e-06,3.814697265625e-06,True,2000,9936
107,4.220008850097656e-05,2.6226043701171875e-06,6.4373016357421875e-06,False,2000,45172
108,7.915496826171875e-05,2.384185791015625e-06,9.298324584960938e-06,True,2000,74202
109,5.14984130859375e-05,2.6226043701171875e-06,7.867813110351562e-06,False,2000,56615
110,1.049041748046875e-05,2.384185791015625e-06,4.291534423828125e-06,True,2000,12071
111,1.7404556274414062e-05,2.6226043701171875e-06,5.7220458984375e-06,False,2000,18623
112,2.86102294921875e-06,2.384185791015625e-06,4.0531158447265625e-06,True,2000,2176
113,6.67572021484375e-05,2.6226043701171875e-06,1.0251998901367188e-05,False,2000,71189
114,7.82012939453125e-05,2.384185791015625e-06,9.775161743164062e-06,True,2000,72885
115,8.535385131835938e-05,2.6226043701171875e-06,1.1920928955078125e-05,False,2000,96247
116,7.414817810058594e-05,2.86102294921875e-06,1.049041748046875e-05,True,2000,81354
117,8.702278137207031e-05,3.0994415283203125e-06,1.1920928955078125e-05,False,2000,95649
118,2.8371810913085938e-05,2.384185791015625e-06,6.198883056640625e-06,True,2000,31373
119,1.0251998901367188e-05,2.86102294921875e-06,4.291534423828125e-06,False,2000,10269
120,5.4836273193359375e-06,2.1457672119140625e-06,3.337860107421875e-06,True,2000,5659
121,8.797645568847656e-05,2.6226043701171875e-06,1.239776611328125e-05,False,2000,95451
122,9.059906005859375e-06,2.6226043701171875e-06,3.814697265625e-06,True,2000,9746
123,3.8623809814453125e-05,2.6226043701171875e-06,6.9141387939453125e-06,False,2000,40619
124,7.700920104980469e-05,2.6226043701171875e-06,1.1682510375976562e-05,True,2000,85198
125,3.981590270996094e-05,2.6226043701171875e-06,7.152557373046875e-06,False,2000,41531
126,4.7206878662109375e-05,3.0994415283203125e-06,8.344650268554688e-06,True,2000,52930
127,9.036064147949219e-05,2.6226043701171875e-06,1.0013580322265625e-05,False,2000,85527
128,9.131431579589844e-05,2.6226043701171875e-06,1.1205673217773438e-05,True,2000,99899
129,2.6226043701171875e-05,2.6226043701171875e-06,5.245208740234375e-06,False,2000,30243
130,3.409385681152344e-05,2.86102294921875e-06,6.198883056640625e-06,True,2000,35195
131,5.9604644775390625e-06,3.0994415283203125e-06,3.5762786865234375e-06,False,2000,6099
132,3.5762786865234375e-06,2.384185791015625e-06,2.86102294921875e-06,True,2000,2442
133,1.7404556274414062e-05,2.6226043701171875e-06,5.0067901611328125e-06,False,2000,19072
134,4.601478576660156e-05,2.86102294921875e-06,6.9141387939453125e-06,True,2000,51590
135,1.4543533325195312e-05,3.0994415283203125e-06,5.7220458984375e-06,False,2000,16511
136,1.239776611328125e-05,3.0994415283203125e-06,4.291534423828125e-06,True,2000,11454
137,1.0967254638671875e-05,2.6226043701171875e-06,4.0531158447265625e-06,False,2000,11015
138,2.3365020751953125e-05,2.384185791015625e-06,6.198883056640625e-06,True,2000,27293
139,2.86102294921875e-05,2.6226043701171875e-06,5.9604644775390625e-06,False,2000,33000
140,2.1219253540039062e-05,2.86102294921875e-06,5.4836273193359375e-06,True,2000,22427
141,7.390975952148438e-05,2.6226043701171875e-06,9.775161743164062e-06,False,2000,80448
142,1.9311904907226562e-05,2.86102294921875e-06,5.0067901611328125e-06,True,2000,21062
143,5.0067901611328125e-05,3.0994415283203125e-06,7.3909759521484375e-06,False,2000,45338
144,8.916854858398438e-05,2.6226043701171875e-06,1.1682510375976562e-05,True,2000,98361
145,2.1219253540039062e-05,2.86102294921875e-06,4.76837158203125e-06,False,2000,21408
146,9.775161743164062e-06,2.6226043701171875e-06,3.5762786865234375e-06,True,2000,8330
147,5.245208740234375e-05,2.6226043701171875e-06,8.106231689453125e-06,False,2000,58527
148,3.9577484130859375e-05,2.86102294921875e-06,6.9141387939453125e-06,True,2000,42447
149,8.893013000488281e-05,2.384185791015625e-06,1.1444091796875e-05,False,2000,95428
150,8.344650268554688e-05,2.6226043701171875e-06,1.0013580322265625e-05,True,2000,82222
151,8.916854858398438e-05,2.6226043701171875e-06,1.1682510375976562e-05,False,2000,99748
152,3.528594970703125e-05,2.384185791015625e-06,6.67572021484375e-06,True,2000,37067
153,4.744529724121094e-05,2.6226043701171875e-06,7.62939453125e-06,False,2000,51835
154,5.1021575927734375e-05,1.6689300537109375e-06,8.821487426757812e-06,True,2000,55443
155,1.0728836059570312e-05,2.384185791015625e-06,4.76837158203125e-06,False,2000,12612
156,5.1021575927734375e-05,2.384185791015625e-06,8.106231689453125e-06,True,2000,56472
157,3.838539123535156e-05,2.86102294921875e-06,6.4373016357421875e-06,False,2000,39860
158,4.458427429199219e-05,2.86102294921875e-06,6.9141387939453125e-06,True,2000,49448
159,2.1457672119140625e-06,2.384185791015625e-06,3.5762786865234375e-06,False,2000,1801
160,4.744529724121094e-05,1.9073486328125e-06,6.4373016357421875e-06,True,2000,51739
161,1.1444091796875e-05,2.86102294921875e-06,4.5299530029296875e-06,False,2000,11204
162,8.96453857421875e-05,2.384185791015625e-06,1.239776611328125e-05,True,2000,98492
163,1.5020370483398438e-05,2.6226043701171875e-06,5.0067901611328125e-06,False,2000,17403
164,2.7179718017578125e-05,2.6226043701171875e-06,6.198883056640625e-06,True,2000,29154
165,1.52587890625e-05,2.86102294921875e-06,4.76837158203125e-06,False,2000,16608
166,3.266334533691406e-05,2.6226043701171875e-06,5.245208740234375e-06,True,2000,30858
167,5.269050598144531e-05,2.86102294921875e-06,8.58306884765625e-06,False,2000,60346
168,3.552436828613281e-05,3.0994415283203125e-06,7.152557373046875e-06,True,2000,35810
169,8.130073547363281e-05,2.6226043701171875e-06,1.0013580322265625e-05,False,2000,82789
170,7.224082946777344e-05,2.86102294921875e-06,1.0728836059570312e-05,True,2000,80584
171,2.4557113647460938e-05,2.6226043701171875e-06,5.7220458984375e-06,False,2000,24734
172,8.416175842285156e-05,2.6226043701171875e-06,1.1682510375976562e-05,True,2000,89611
173,3.719329833984375e-05,2.6226043701171875e-06,6.198883056640625e-06,False,2000,38800
174,8.273124694824219e-05,3.337860107421875e-06,1.3589859008789062e-05,True,2000,78281
175,8.893013000488281e-05,2.6226043701171875e-06,1.1682510375976562e-05,False,2000,97526
176,1.2159347534179688e-05,2.384185791015625e-06,3.5762786865234375e-06,True,2000,13776
177,4.601478576660156e-05,2.6226043701171875e-06,6.4373016357421875e-06,False,2000,41384
178,3.62396240234375e-05,2.6226043701171875e-06,6.4373016357421875e-06,True,2000,33226
179,7.748603820800781e-05,2.6226043701171875e-06,1.0728836059570312e-05,False,2000,84588
180,8.368492126464844e-05,2.384185791015625e-06,9.775161743164062e-06,True,2000,79546
181,1.8358230590820312e-05,3.0994415283203125e-06,6.198883056640625e-06,False,2000,20205
182,4.029273986816406e-05,3.0994415283203125e-06,8.58306884765625e-06,True,2000,43454
183,5.8650970458984375e-05,2.6226043701171875e-06,7.152557373046875e-06,False,2000,58752
184,2.4080276489257812e-05,2.6226043701171875e-06,5.7220458984375e-06,True,2000,26756
185,7.009506225585938e-05,2.6226043701171875e-06,9.059906005859375e-06,False,2000,76712
186,4.935264587402344e-05,2.86102294921875e-06,8.58306884765625e-06,True,2000,53128
187,4.9591064453125e-05,2.6226043701171875e-06,8.344650268554688e-06,False,2000,53286
188,1.3828277587890625e-05,2.384185791015625e-06,5.4836273193359375e-06,True,2000,15085
189,2.8133392333984375e-05,2.86102294921875e-06,5.245208740234375e-06,False,2000,30744
190,4.5299530029296875e-06,2.6226043701171875e-06,3.814697265625e-06,True,2000,4020
191,7.271766662597656e-05,2.384185791015625e-06,1.0967254638671875e-05,False,2000,78547
192,4.5299530029296875e-06,2.6226043701171875e-06,3.814697265625e-06,True,2000,2993
193,2.6702880859375e-05,2.6226043701171875e-06,5.9604644775390625e-06,False,2000,27857
194,6.532669067382812e-05,2.6226043701171875e-06,9.5367431640625e-06,True,2000,71338
195,4.3392181396484375e-05,2.384185791015625e-06,6.9141387939453125e-06,False,2000,41314
196,8.153915405273438e-05,2.86102294921875e-06,1.0013580322265625e-05,True,2000,85873
197,4.6253204345703125e-05,2.1457672119140625e-06,8.344650268554688e-06,False,2000,50570
198,1.71661376953125e-05,2.86102294921875e-06,4.5299530029296875e-06,True,2000,14960
199,7.891654968261719e-05,2.86102294921875e-06,1.0967254638671875e-05,False,2000,82995
200,2.3603439331054688e-05,3.0994415283203125e-06,7.152557373046875e-06,True,3000,13775
201,0.0001285076141357422,2.86102294921875e-06,1.3113021850585938e-05,False,3000,94103
202,4.57763671875e-05,3.337860107421875e-06,8.344650268554688e-06,True,3000,34032
203,1.8596649169921875e-05,2.86102294921875e-06,4.76837158203125e-06,False,3000,13096
204,8.344650268554688e-06,2.6226043701171875e-06,3.5762786865234375e-06,True,3000,6349
205,5.888938903808594e-05,3.337860107421875e-06,9.298324584960938e-06,False,3000,44076
206,0.00010895729064941406,2.384185791015625e-06,1.239776611328125e-05,True,3000,80537
207,8.559226989746094e-05,3.0994415283203125e-06,1.0251998901367188e-05,False,3000,60567
208,3.0517578125e-05,2.6226043701171875e-06,6.9141387939453125e-06,True,3000,21234
209,0.00010085105895996094,3.0994415283203125e-06,1.049041748046875e-05,False,3000,56603
210,0.00012254714965820312,2.6226043701171875e-06,1.4066696166992188e-05,True,3000,87203
211,9.989738464355469e-05,3.337860107421875e-06,1.0967254638671875e-05,False,3000,63311
212,8.821487426757812e-06,2.6226043701171875e-06,4.0531158447265625e-06,True,3000,6243
213,5.793571472167969e-05,2.6226043701171875e-06,7.62939453125e-06,False,3000,41113
214,2.4080276489257812e-05,2.6226043701171875e-06,6.198883056640625e-06,True,3000,16878
215,8.153915405273438e-05,2.6226043701171875e-06,9.298324584960938e-06,False,3000,58329
216,2.1219253540039062e-05,2.6226043701171875e-06,5.4836273193359375e-06,True,3000,15531
217,4.673004150390625e-05,2.384185791015625e-06,6.4373016357421875e-06,False,3000,33037
218,0.00010347366333007812,1.9073486328125e-06,1.0251998901367188e-05,True,3000,73365
219,0.00011920928955078125,2.86102294921875e-06,1.3113021850585938e-05,False,3000,87285
220,6.818771362304688e-05,2.6226043701171875e-06,8.821487426757812e-06,True,3000,47875
221,0.00015854835510253906,3.337860107421875e-06,1.4066696166992188e-05,False,3000,87433
222,1.2636184692382812e-05,3.0994415283203125e-06,3.814697265625e-06,True,3000,9038
223,7.319450378417969e-05,2.86102294921875e-06,8.821487426757812e-06,False,3000,53081
224,3.147125244140625e-05,2.384185791015625e-06,6.67572021484375e-06,True,3000,22799
225,8.225440979003906e-05,2.86102294921875e-06,1.0013580322265625e-05,False,3000,62426
226,0.0001270771026611328,2.86102294921875e-06,1.4543533325195312e-05,True,3000,93656
227,5.1021575927734375e-05,3.0994415283203125e-06,6.9141387939453125e-06,False,3000,38089
228,0.00012159347534179688,2.1457672119140625e-06,1.1920928955078125e-05,True,3000,86493
229,8.821487426757812e-06,2.86102294921875e-06,4.291534423828125e-06,False,3000,6569
230,4.029273986816406e-05,2.86102294921875e-06,5.9604644775390625e-06,True,3000,30161
231,6.866455078125e-05,2.6226043701171875e-06,8.58306884765625e-06,False,3000,50623
232,3.62396240234375e-05,2.86102294921875e-06,8.106231689453125e-06,True,3000,27030
233,1.5974044799804688e-05,3.0994415283203125e-06,3.814697265625e-06,False,3000,9386
234,0.00011277198791503906,2.86102294921875e-06,1.1920928955078125e-05,True,3000,81138
235,6.461143493652344e-05,2.86102294921875e-06,8.106231689453125e-06,False,3000,41814
236,5.245208740234375e-05,3.0994415283203125e-06,7.3909759521484375e-06,True,3000,33743
237,2.956390380859375e-05,2.6226043701171875e-06,4.5299530029296875e-06,False,3000,19812
238,7.963180541992188e-05,2.86102294921875e-06,1.0013580322265625e-05,True,3000,58779
239,0.00012540817260742188,2.6226043701171875e-06,1.2636184692382812e-05,False,3000,90654
240,1.1682510375976562e-05,2.6226043701171875e-06,5.245208740234375e-06,True,3000,8398
241,6.127357482910156e-05,2.86102294921875e-06,8.58306884765625e-06,False,3000,44068
242,8.630752563476562e-05,2.384185791015625e-06,1.0251998901367188e-05,True,3000,61054
243,3.2901763916015625e-05,2.86102294921875e-06,6.4373016357421875e-06,False,3000,23676
244,0.00010395050048828125,2.86102294921875e-06,1.1682510375976562e-05,True,3000,74828
245,7.963180541992188e-05,2.86102294921875e-06,9.298324584960938e-06,False,3000,56492
246,3.814697265625e-06,2.86102294921875e-06,2.86102294921875e-06,True,3000,2296
247,3.790855407714844e-05,2.6226043701171875e-06,5.7220458984375e-06,False,3000,26163
248,8.106231689453125e-06,2.86102294921875e-06,3.814697265625e-06,True,3000,5982
249,0.0001227855682373047,2.384185791015625e-06,1.2636184692382812e-05,False,3000,87724
250,0.00013303756713867188,2.86102294921875e-06,1.2636184692382812e-05,True,3000,93203
